44 71
44,72
45,72
45,72
45,73
45,74
44,74
44,74
44,74
45,74
45,73
45,74
45,73
45,74
45,73
46,73
45,73
46,73
46,73
45,73
45,74
44,74
45,74
46,74
45,74
44,74
44,74
44,73
44,74
43,74
43,74
43,75
43,74
42,74
41,74
41,73
42,73
43,73
44,73
45,73
46,73
46,73
46,74
45,74
44,74
44,74
44,74
43,74
43,73
42,73
43,73
43,72
43,72
43,72
44,72
44,73
44,72
44,73
44,74
43,74
43,74
43,74
43,73
42,73
42,73
41,73
40,73
40,72
40,73
40,72
39,72
40,72
41,72
41,71
41,72
40,72
40,73
40,72
40,72
40,73
40,72
40,73
40,73
40,74
40,73
40,74
40,75
41,75
40,75
40,76
40,75
39,75
40,75
39,75
38,75
38,75
38,75
38,74
38,73
38,74
38,75
38,76
38,75
38,75
38,74
39,74
39,73
40,73
39,73
39,74
39,74
38,74
38,73
38,72
37,72
37,71
37,72
38,72
38,71
38,71
38,70
38,69
39,69
40,69
41,69
40,69
39,69
40,69
41,69
41,70
42,70
42,71
41,71
42,71
42,72
43,72
43,73
43,72
43,71
43,72
42,72
41,72
41,71
42,71
42,70
43,70
43,71
43,71
43,72
44,72
45,72
45,72
44,72
44,71
43,71
44,71
44,71
44,70
44,71
44,71
44,70
44,69
44,68
45,68
45,68
45,69
46,69
47,69
47,70
47,71
48,71
47,71
47,70
47,71
47,70
47,71
46,71
47,71
48,71
48,70
48,69
48,68
48,68
47,68
47,68
47,69
47,70
47,69
47,68
46,68
46,69
47,69
48,69
48,70
48,71
48,71
48,71
48,71
48,72
49,72
49,71
49,71
48,71
48,70
48,69
48,68
48,69
48,70
49,70
48,70
48,70
48,69
49,69
49,70
48,70
49,70
49,69
48,69
47,69
47,70
47,71
47,72
47,72
47,71
46,71
46,70
47,70
47,69
46,69
47,69
47,70
48,70
48,71
47,71
46,71
46,71
47,71
48,71
47,71
48,71
48,71
47,71
47,71
46,71
46,71
46,71
46,71
47,71
48,71
48,72
48,73
47,73
47,74
47,74
48,74
49,74
48,74
48,75
48,74
49,74
49,73
49,73
49,74
50,74
50,75
50,76
50,75
49,75
49,75
50,75
50,76
49,76
50,76
50,76
49,76
48,76
48,77
48,78
48,79
48,80
48,79
47,79
48,79
48,80
49,80
49,80
49,79
48,79
48,80
48,79
47,79
47,78
47,77
48,77
48,78
49,78
49,79
48,79
48,80
48,81
49,81
50,81
50,82
51,82
51,82
52,82
52,81
51,81
50,81
50,80
50,79
51,79
52,79
52,78
53,78
53,77
53,77
53,78
53,77
54,77
54,78
54,79
55,79
54,79
54,79
55,79
55,78
55,79
55,79
55,78
56,78
55,78
55,79
56,79
55,79
54,79
54,80
53,80
52,80
52,81
53,81
54,81
54,81
53,81
53,82
53,81
52,81
52,82
52,83
53,83
54,83
54,84
54,84
54,85
53,85
52,85
52,84
52,85
52,84
53,84
54,84
53,84
52,84
52,85
53,85
52,85
52,84
53,84
52,84
51,84
52,84
51,84
52,84
52,85
52,85
52,86
52,86
52,85
52,85
52,85
53,85
53,84
53,83
54,83
54,82
55,82
55,82
